student_id,exam_type,grade,sub_segment,vle_total_clicks,avg_focus_duration_mins,phone_distraction_10min_count,parent_report_open_rate,assessment_avg_score,late_submission_ratio,anxiety_survey_score,night_study_ratio,churn_90d
STU_12400,LGS,8,Yarıda Bırakan,186,12.4,4,0.47,51.7,0.43,3.8,0.08,1
STU_12401,LGS,8,Geceye Kayan,680,22.9,3,0.43,75.9,0.2,5.3,0.86,1
STU_12402,LGS,8,Kaygıyla Erteleyen,256,33.8,4,0.91,85.5,0.69,8.4,0.26,0
STU_12403,LGS,8,Kaygıyla Erteleyen,399,31.4,1,0.89,74.8,0.9,8.6,0.24,1
STU_12404,YKS_TYT_AYT,11,Telefonla Dağılan,480,16.0,6,0.87,50.8,0.08,5.5,0.61,0
STU_12405,YKS_TYT_AYT,11,Telefonla Dağılan,508,17.9,5,0.79,72.4,0.49,2.6,0.5,0
STU_12406,LGS,8,Telefonla Dağılan,575,18.6,5,0.4,51.3,0.44,6.9,0.49,0
STU_12407,LGS,8,Telefonla Dağılan,541,30.7,5,0.82,72.8,0.15,3.7,0.4,0
STU_12408,YKS_TYT_AYT,Mezun,Telefonla Dağılan,573,31.3,7,0.5,60.5,0.53,4.0,0.16,0
STU_12409,YKS_TYT_AYT,12,Geceye Kayan,856,38.3,5,0.78,69.0,0.34,4.5,0.82,0
STU_12410,YKS_TYT_AYT,11,Telefonla Dağılan,362,11.1,4,0.23,64.1,0.67,7.2,0.37,0
STU_12411,LGS,8,Kaygıyla Erteleyen,304,47.3,3,0.59,76.7,0.58,9.0,0.05,0
STU_12412,YKS_TYT_AYT,Mezun,Kaygıyla Erteleyen,336,18.7,3,0.7,60.5,0.67,9.6,0.62,0
STU_12413,LGS,8,Başlayamayan,213,15.3,3,0.38,42.5,0.61,7.4,0.01,1
STU_12414,YKS_TYT_AYT,12,Başlayamayan,94,4.9,1,0.08,56.0,0.44,2.9,0.12,0
STU_12415,YKS_TYT_AYT,12,Telefonla Dağılan,475,23.9,8,0.34,60.2,0.43,6.5,0.32,0
STU_12416,LGS,8,Telefonla Dağılan,546,31.7,6,0.58,68.7,0.3,3.2,0.38,0
STU_12417,LGS,8,Kaygıyla Erteleyen,332,20.7,1,0.68,72.7,0.66,9.0,0.43,0
STU_12418,LGS,8,Yarıda Bırakan,188,18.2,6,0.26,59.4,0.57,6.2,0.06,1
STU_12419,LGS,8,Telefonla Dağılan,378,19.6,4,0.75,64.3,0.17,4.3,0.35,0
STU_12420,LGS,8,Telefonla Dağılan,356,20.8,8,0.76,67.8,0.46,6.9,0.6,0
STU_12421,LGS,8,Başlayamayan,100,9.5,1,0.02,62.5,0.64,6.7,0.24,1
STU_12422,YKS_TYT_AYT,12,Telefonla Dağılan,461,23.0,9,0.87,72.0,0.41,3.8,0.46,1
STU_12423,YKS_TYT_AYT,12,Kaygıyla Erteleyen,408,15.2,2,0.84,77.2,0.85,9.3,0.33,1
STU_12424,LGS,8,Başlayamayan,121,13.1,1,0.24,40.8,0.87,8.5,0.09,1
STU_12425,YKS_TYT_AYT,11,Telefonla Dağılan,514,21.4,11,0.27,63.9,0.34,5.1,0.43,0
STU_12426,LGS,8,Telefonla Dağılan,751,27.5,5,0.67,74.7,0.31,5.6,0.8,0
STU_12427,YKS_TYT_AYT,11,Başlayamayan,158,11.3,2,0.27,35.7,0.78,6.3,0.77,1
STU_12428,LGS,8,Başlayamayan,113,4.3,1,0.27,41.4,0.41,6.2,0.38,0
STU_12429,YKS_TYT_AYT,11,Geceye Kayan,657,35.1,5,0.62,61.3,0.48,7.3,0.47,1
STU_12430,YKS_TYT_AYT,11,Yarıda Bırakan,360,20.0,2,0.52,64.2,0.61,6.5,0.67,1
STU_12431,YKS_TYT_AYT,12,Yarıda Bırakan,237,24.2,2,0.36,43.4,0.38,4.2,0.14,0
STU_12432,YKS_TYT_AYT,Mezun,Başlayamayan,65,15.6,1,0.27,57.6,0.75,7.1,0.09,1
STU_12433,LGS,8,Telefonla Dağılan,500,18.2,7,0.55,55.1,0.19,4.6,0.45,1
STU_12434,YKS_TYT_AYT,11,Telefonla Dağılan,455,25.4,4,0.49,60.2,0.45,5.0,0.51,0
STU_12435,LGS,8,Telefonla Dağılan,584,29.6,8,0.72,55.4,0.94,2.9,0.52,0
STU_12436,LGS,8,Başlayamayan,257,7.5,2,0.4,46.3,0.51,5.6,0.17,1
STU_12437,LGS,8,Geceye Kayan,784,43.0,5,0.28,84.7,0.3,7.3,0.76,0
STU_12438,YKS_TYT_AYT,11,Yarıda Bırakan,234,23.6,4,0.59,57.9,0.45,7.5,0.41,0
STU_12439,LGS,8,Yarıda Bırakan,315,27.3,6,0.38,51.9,0.4,3.3,0.12,0
STU_12440,YKS_TYT_AYT,11,Yarıda Bırakan,226,18.7,6,0.46,60.7,0.49,5.6,0.15,0
STU_12441,YKS_TYT_AYT,11,Yarıda Bırakan,181,13.8,5,0.21,74.0,0.51,5.3,0.16,0
STU_12442,YKS_TYT_AYT,12,Kaygıyla Erteleyen,346,20.2,1,0.42,55.8,0.88,7.0,0.21,0
STU_12443,YKS_TYT_AYT,12,Geceye Kayan,504,26.8,3,0.64,63.0,0.42,5.8,0.66,1
STU_12444,YKS_TYT_AYT,12,Yarıda Bırakan,211,14.7,3,0.19,73.5,0.43,9.1,0.64,0
STU_12445,LGS,8,Kaygıyla Erteleyen,433,30.2,0,0.71,65.9,0.71,8.4,0.1,1
STU_12446,LGS,8,Kaygıyla Erteleyen,322,35.6,2,0.64,45.5,0.91,8.7,0.08,1
STU_12447,LGS,8,Geceye Kayan,665,44.9,5,0.82,60.5,0.11,2.7,0.81,0
STU_12448,LGS,8,Yarıda Bırakan,251,22.0,2,0.43,54.3,0.77,7.1,0.46,1
STU_12449,LGS,8,Telefonla Dağılan,523,23.5,10,0.48,62.2,0.47,5.2,0.79,0
STU_12450,LGS,8,Yarıda Bırakan,287,23.3,1,0.39,46.5,0.63,5.8,0.49,0
STU_12451,YKS_TYT_AYT,12,Kaygıyla Erteleyen,223,29.3,1,0.54,54.4,0.71,7.7,0.59,0
STU_12452,YKS_TYT_AYT,12,Başlayamayan,155,10.0,2,0.42,59.5,0.58,7.1,0.51,0
STU_12453,LGS,8,Telefonla Dağılan,619,31.4,5,0.79,43.7,0.24,5.1,0.59,0
STU_12454,YKS_TYT_AYT,Mezun,Yarıda Bırakan,221,19.8,6,0.43,56.2,0.47,6.1,0.26,0
STU_12455,LGS,8,Yarıda Bırakan,480,17.6,2,0.12,44.5,0.49,3.4,0.29,1
STU_12456,YKS_TYT_AYT,Mezun,Telefonla Dağılan,552,36.6,8,0.72,58.3,0.12,5.8,0.4,0
STU_12457,YKS_TYT_AYT,11,Kaygıyla Erteleyen,372,32.3,2,0.51,55.4,0.66,8.1,0.51,1
STU_12458,YKS_TYT_AYT,12,Telefonla Dağılan,808,27.5,6,0.41,62.5,0.66,3.4,0.12,0
STU_12459,LGS,8,Kaygıyla Erteleyen,318,20.8,3,0.73,91.8,0.84,7.7,0.45,0
STU_12460,YKS_TYT_AYT,11,Yarıda Bırakan,193,21.3,3,0.49,43.1,0.55,4.3,0.28,1
STU_12461,YKS_TYT_AYT,Mezun,Telefonla Dağılan,535,21.4,1,0.61,39.9,0.35,4.0,0.18,0
STU_12462,YKS_TYT_AYT,12,Yarıda Bırakan,207,21.1,2,0.52,58.2,0.53,5.8,0.23,1
STU_12463,YKS_TYT_AYT,Mezun,Başlayamayan,128,8.5,1,0.03,34.8,0.83,8.2,0.19,1
STU_12464,YKS_TYT_AYT,12,Telefonla Dağılan,499,32.1,5,0.68,64.0,0.52,5.8,0.5,0
STU_12465,LGS,8,Telefonla Dağılan,539,29.1,8,0.21,50.2,0.43,2.5,0.53,0
STU_12466,LGS,8,Telefonla Dağılan,632,20.8,4,0.32,45.7,0.12,4.2,0.79,1
STU_12467,LGS,8,Telefonla Dağılan,436,24.8,7,0.46,67.6,0.68,3.5,0.43,0
STU_12468,YKS_TYT_AYT,11,Telefonla Dağılan,401,13.2,1,0.26,58.1,0.33,5.0,0.58,0
STU_12469,YKS_TYT_AYT,11,Başlayamayan,113,11.4,4,0.24,58.2,0.76,6.1,0.51,0
STU_12470,LGS,8,Başlayamayan,112,11.4,0,0.54,65.0,0.7,7.2,0.45,0
STU_12471,YKS_TYT_AYT,12,Telefonla Dağılan,392,26.7,6,0.74,36.8,0.36,6.5,0.19,0
STU_12472,YKS_TYT_AYT,12,Yarıda Bırakan,297,11.4,1,0.08,46.0,0.61,5.4,0.3,1
STU_12473,YKS_TYT_AYT,11,Başlayamayan,61,14.5,2,0.1,45.3,0.65,6.3,0.47,1
STU_12474,YKS_TYT_AYT,11,Yarıda Bırakan,189,26.5,4,0.43,32.9,0.71,5.0,0.53,0
STU_12475,YKS_TYT_AYT,12,Telefonla Dağılan,518,30.1,13,0.57,64.0,0.28,3.6,0.38,0
STU_12476,LGS,8,Yarıda Bırakan,339,13.8,1,0.43,61.1,0.82,5.7,0.13,1
STU_12477,YKS_TYT_AYT,11,Telefonla Dağılan,700,21.6,11,0.65,74.0,0.41,4.5,0.44,0
STU_12478,LGS,8,Telefonla Dağılan,633,27.9,5,0.69,68.4,0.59,3.6,0.26,0
STU_12479,YKS_TYT_AYT,Mezun,Yarıda Bırakan,289,18.1,3,0.48,52.5,0.19,3.9,0.36,0
STU_12480,LGS,8,Kaygıyla Erteleyen,303,19.9,3,0.76,73.5,0.74,8.8,0.36,1
STU_12481,YKS_TYT_AYT,12,Telefonla Dağılan,465,31.6,7,0.35,76.2,0.52,4.3,0.81,0
STU_12482,YKS_TYT_AYT,12,Telefonla Dağılan,388,36.9,2,0.51,65.7,0.33,5.2,0.3,1
STU_12483,LGS,8,Telefonla Dağılan,344,25.4,7,0.56,54.5,0.44,4.1,0.78,0
STU_12484,YKS_TYT_AYT,12,Başlayamayan,129,17.7,2,0.31,43.9,0.9,5.6,0.16,1
STU_12485,YKS_TYT_AYT,12,Telefonla Dağılan,609,21.3,5,0.51,60.7,0.4,3.9,0.79,0
STU_12486,YKS_TYT_AYT,12,Yarıda Bırakan,216,26.9,1,0.61,42.0,0.49,5.2,0.58,1
STU_12487,YKS_TYT_AYT,12,Geceye Kayan,896,43.1,1,0.42,87.9,0.27,4.3,0.98,0
STU_12488,YKS_TYT_AYT,11,Kaygıyla Erteleyen,373,33.5,3,0.23,68.1,0.62,9.9,0.47,0
STU_12489,LGS,8,Telefonla Dağılan,702,15.4,5,0.52,67.0,0.4,5.2,0.61,0
STU_12490,LGS,8,Yarıda Bırakan,242,24.9,3,0.27,42.2,0.57,5.4,0.14,0
STU_12491,LGS,8,Başlayamayan,88,12.9,3,0.06,29.6,0.8,5.1,0.15,1
STU_12492,YKS_TYT_AYT,Mezun,Yarıda Bırakan,155,9.9,3,0.37,51.9,0.58,5.1,0.39,1
STU_12493,LGS,8,Telefonla Dağılan,389,30.5,2,0.78,68.9,0.22,6.0,0.36,1
STU_12494,YKS_TYT_AYT,11,Yarıda Bırakan,173,24.0,4,0.66,42.2,0.66,5.3,0.03,0
STU_12495,YKS_TYT_AYT,12,Telefonla Dağılan,449,23.6,6,0.98,66.9,0.45,2.5,0.47,0
STU_12496,YKS_TYT_AYT,12,Başlayamayan,108,11.5,1,0.57,49.8,0.83,5.7,0.72,1
STU_12497,YKS_TYT_AYT,Mezun,Geceye Kayan,688,44.4,5,0.59,56.7,0.34,2.9,0.74,0
STU_12498,YKS_TYT_AYT,Mezun,Başlayamayan,119,21.5,2,0.36,46.1,0.42,5.1,0.15,1
STU_12499,LGS,8,Geceye Kayan,749,35.8,3,0.44,66.9,0.23,4.2,0.76,0
STU_12500,YKS_TYT_AYT,11,Geceye Kayan,806,40.5,7,0.55,65.2,0.43,4.5,0.7,0
STU_12501,YKS_TYT_AYT,12,Telefonla Dağılan,765,30.0,9,0.55,66.0,0.41,5.2,0.87,1
STU_12502,YKS_TYT_AYT,11,Telefonla Dağılan,816,19.2,9,0.32,58.9,0.49,3.2,0.78,1
STU_12503,YKS_TYT_AYT,12,Yarıda Bırakan,244,14.9,6,0.35,67.1,0.58,6.0,0.61,1
STU_12504,LGS,8,Telefonla Dağılan,526,20.4,4,0.95,55.5,0.55,5.4,0.46,0
STU_12505,LGS,8,Yarıda Bırakan,186,15.7,5,0.48,53.1,0.23,3.4,0.57,0
STU_12506,YKS_TYT_AYT,12,Yarıda Bırakan,332,5.6,2,0.23,57.6,0.73,5.4,0.57,0
STU_12507,YKS_TYT_AYT,12,Telefonla Dağılan,397,21.9,4,0.77,34.4,0.45,3.9,0.81,0
STU_12508,YKS_TYT_AYT,12,Telefonla Dağılan,522,36.1,6,0.58,80.6,0.61,7.0,0.22,1
STU_12509,YKS_TYT_AYT,12,Telefonla Dağılan,629,22.8,7,0.49,56.2,0.64,4.5,0.5,1
STU_12510,LGS,8,Yarıda Bırakan,156,19.2,2,0.11,61.8,0.51,6.0,0.26,1
STU_12511,YKS_TYT_AYT,Mezun,Yarıda Bırakan,187,26.0,0,0.6,59.9,0.45,2.9,0.44,0
STU_12512,YKS_TYT_AYT,Mezun,Başlayamayan,127,16.1,3,0.78,56.7,0.91,8.2,0.5,1
STU_12513,YKS_TYT_AYT,11,Başlayamayan,157,8.9,3,0.22,47.2,0.76,5.6,0.5,1
STU_12514,YKS_TYT_AYT,Mezun,Yarıda Bırakan,145,24.7,1,0.55,46.1,0.57,3.0,0.47,1
STU_12515,YKS_TYT_AYT,12,Başlayamayan,120,8.9,1,0.67,48.7,0.83,8.2,0.34,1
STU_12516,LGS,8,Başlayamayan,78,6.1,1,0.29,52.0,0.9,4.8,0.14,0
STU_12517,YKS_TYT_AYT,11,Kaygıyla Erteleyen,217,38.3,1,0.77,100.0,0.81,7.5,0.41,0
STU_12518,YKS_TYT_AYT,12,Başlayamayan,134,5.1,1,0.43,49.7,0.87,5.5,0.33,1
STU_12519,YKS_TYT_AYT,Mezun,Telefonla Dağılan,634,30.2,6,0.62,52.5,0.54,7.3,0.6,0
STU_12520,YKS_TYT_AYT,12,Yarıda Bırakan,246,9.4,4,0.34,55.7,0.38,3.4,0.24,0
STU_12521,LGS,8,Kaygıyla Erteleyen,324,29.3,0,0.92,65.8,0.9,8.6,0.3,0
STU_12522,LGS,8,Telefonla Dağılan,593,20.0,5,0.96,54.1,0.28,5.5,0.62,0
STU_12523,LGS,8,Yarıda Bırakan,266,18.2,2,0.52,56.8,0.46,5.2,0.38,1
STU_12524,YKS_TYT_AYT,11,Telefonla Dağılan,518,33.4,8,0.67,74.4,0.16,4.7,0.45,1
STU_12525,LGS,8,Yarıda Bırakan,152,15.5,3,0.58,33.2,0.84,6.2,0.18,0
STU_12526,LGS,8,Telefonla Dağılan,487,21.7,3,0.58,50.5,0.22,5.1,0.77,0
STU_12527,YKS_TYT_AYT,11,Başlayamayan,74,6.5,0,0.22,56.6,0.51,6.4,0.45,1
STU_12528,LGS,8,Geceye Kayan,739,53.4,3,0.49,68.3,0.54,8.8,0.79,1
STU_12529,YKS_TYT_AYT,11,Yarıda Bırakan,203,18.9,4,0.58,52.9,0.47,5.1,0.25,1
STU_12530,YKS_TYT_AYT,12,Yarıda Bırakan,232,15.7,3,0.43,52.8,0.51,3.7,0.06,0
STU_12531,YKS_TYT_AYT,12,Telefonla Dağılan,431,16.7,7,0.86,64.3,0.21,1.9,0.23,1
STU_12532,LGS,8,Yarıda Bırakan,186,26.8,1,0.17,55.6,0.6,4.7,0.22,0
STU_12533,LGS,8,Kaygıyla Erteleyen,215,33.7,1,0.92,48.2,0.96,10.0,0.12,0
STU_12534,YKS_TYT_AYT,11,Yarıda Bırakan,302,7.4,2,0.46,62.2,0.12,3.6,0.36,0
STU_12535,YKS_TYT_AYT,Mezun,Telefonla Dağılan,756,19.7,5,0.37,76.7,0.53,5.3,0.52,0
STU_12536,YKS_TYT_AYT,12,Başlayamayan,68,7.0,0,0.38,33.3,0.89,8.2,0.38,1
STU_12537,LGS,8,Kaygıyla Erteleyen,305,45.8,1,0.67,54.0,0.54,9.4,0.36,0
STU_12538,YKS_TYT_AYT,Mezun,Telefonla Dağılan,452,22.6,7,0.51,39.0,0.5,4.5,0.68,1
STU_12539,YKS_TYT_AYT,11,Başlayamayan,241,10.6,0,0.42,40.2,0.83,6.4,0.48,0
STU_12540,YKS_TYT_AYT,12,Başlayamayan,242,15.1,1,0.2,57.1,0.81,5.4,0.51,1
STU_12541,YKS_TYT_AYT,12,Yarıda Bırakan,144,16.2,4,0.57,45.2,0.89,5.4,0.43,0
STU_12542,YKS_TYT_AYT,Mezun,Geceye Kayan,906,46.5,7,0.68,68.5,0.27,6.0,0.89,0
STU_12543,YKS_TYT_AYT,Mezun,Yarıda Bırakan,245,15.0,3,0.22,45.6,0.18,6.6,0.24,1
STU_12544,LGS,8,Yarıda Bırakan,209,24.7,2,0.6,44.2,0.35,6.7,0.29,0
STU_12545,YKS_TYT_AYT,12,Başlayamayan,61,10.8,1,0.21,41.6,0.62,5.9,0.19,1
STU_12546,LGS,8,Yarıda Bırakan,237,23.8,2,0.55,50.4,0.83,5.8,0.43,1
STU_12547,LGS,8,Telefonla Dağılan,443,24.8,10,0.55,68.2,0.65,4.4,0.28,1
STU_12548,LGS,8,Geceye Kayan,385,39.2,2,0.51,73.1,0.68,4.1,0.83,0
STU_12549,LGS,8,Telefonla Dağılan,530,24.3,8,0.41,65.3,0.43,4.3,0.79,0
STU_12550,LGS,8,Kaygıyla Erteleyen,355,24.7,1,0.48,80.2,0.76,9.0,0.15,1
STU_12551,LGS,8,Telefonla Dağılan,580,23.6,7,0.77,63.4,0.26,4.5,0.46,0
STU_12552,YKS_TYT_AYT,12,Başlayamayan,172,18.3,1,0.29,32.8,0.61,5.8,0.35,0
STU_12553,YKS_TYT_AYT,Mezun,Yarıda Bırakan,254,15.0,4,0.43,39.9,0.21,3.0,0.25,0
STU_12554,LGS,8,Telefonla Dağılan,457,31.1,7,0.65,75.2,0.24,5.6,0.57,1
STU_12555,YKS_TYT_AYT,11,Geceye Kayan,613,43.8,3,0.62,67.1,0.15,7.5,0.62,0
STU_12556,YKS_TYT_AYT,12,Kaygıyla Erteleyen,282,16.5,0,0.51,51.2,0.97,8.2,0.11,1
STU_12557,LGS,8,Yarıda Bırakan,285,18.1,4,0.56,47.2,0.82,2.9,0.37,0
STU_12558,LGS,8,Yarıda Bırakan,418,23.0,4,0.57,70.4,0.32,5.3,0.31,1
STU_12559,YKS_TYT_AYT,12,Başlayamayan,140,18.9,4,0.24,34.2,0.89,6.3,0.2,1
STU_12560,YKS_TYT_AYT,11,Geceye Kayan,712,35.1,4,0.8,62.3,0.11,5.5,0.57,0
STU_12561,YKS_TYT_AYT,Mezun,Kaygıyla Erteleyen,365,36.6,4,0.84,74.4,0.91,7.7,0.21,0
STU_12562,LGS,8,Kaygıyla Erteleyen,336,25.8,1,0.56,61.1,0.76,8.7,0.41,0
STU_12563,LGS,8,Yarıda Bırakan,206,12.8,0,0.16,46.4,0.71,5.0,0.59,0
STU_12564,LGS,8,Telefonla Dağılan,581,27.5,11,0.72,40.8,0.53,3.0,0.44,0
STU_12565,LGS,8,Yarıda Bırakan,350,20.2,1,0.68,45.2,0.48,5.1,0.27,0
STU_12566,LGS,8,Yarıda Bırakan,379,22.3,3,0.19,58.9,0.4,4.6,0.41,1
STU_12567,LGS,8,Telefonla Dağılan,465,29.0,10,0.46,51.4,0.47,5.4,0.67,0
STU_12568,YKS_TYT_AYT,Mezun,Başlayamayan,121,15.1,0,0.48,41.9,0.75,7.6,0.35,0
STU_12569,YKS_TYT_AYT,12,Başlayamayan,98,10.6,1,0.39,57.5,0.6,6.3,0.88,1
STU_12570,LGS,8,Geceye Kayan,703,27.1,4,0.72,74.8,0.18,5.4,0.72,1
STU_12571,YKS_TYT_AYT,12,Kaygıyla Erteleyen,508,40.2,1,0.52,91.2,0.97,10.0,0.2,0
STU_12572,LGS,8,Yarıda Bırakan,170,17.7,5,0.24,61.3,0.64,6.2,0.2,0
STU_12573,YKS_TYT_AYT,12,Telefonla Dağılan,507,15.7,7,0.38,64.8,0.67,4.0,0.4,1
STU_12574,LGS,8,Yarıda Bırakan,331,24.9,2,0.32,56.3,0.48,5.2,0.14,1
STU_12575,YKS_TYT_AYT,12,Telefonla Dağılan,435,25.6,8,0.53,41.1,0.26,7.0,0.74,0
STU_12576,YKS_TYT_AYT,12,Kaygıyla Erteleyen,461,24.9,0,0.77,57.7,0.75,9.7,0.23,0
STU_12577,YKS_TYT_AYT,11,Kaygıyla Erteleyen,331,21.1,2,0.75,79.2,0.88,7.5,0.28,0
STU_12578,LGS,8,Telefonla Dağılan,613,27.9,8,0.24,51.6,0.69,6.8,0.63,0
STU_12579,YKS_TYT_AYT,12,Başlayamayan,48,3.0,1,0.44,41.8,0.46,6.0,0.48,0
STU_12580,LGS,8,Yarıda Bırakan,239,11.1,2,0.38,78.6,0.78,5.5,0.53,1
STU_12581,YKS_TYT_AYT,12,Yarıda Bırakan,234,22.0,4,0.3,58.5,0.66,6.0,0.15,0
STU_12582,YKS_TYT_AYT,Mezun,Yarıda Bırakan,221,19.8,2,0.54,45.5,0.36,6.5,0.18,0
STU_12583,YKS_TYT_AYT,12,Kaygıyla Erteleyen,319,15.6,3,0.85,65.1,0.82,10.0,0.33,0
STU_12584,YKS_TYT_AYT,12,Yarıda Bırakan,324,12.8,4,0.42,56.1,0.44,6.3,0.49,1
STU_12585,YKS_TYT_AYT,12,Başlayamayan,158,9.2,0,0.29,48.0,0.75,8.3,0.6,1
STU_12586,LGS,8,Yarıda Bırakan,146,7.4,2,0.64,65.3,0.67,4.3,0.35,1
STU_12587,YKS_TYT_AYT,12,Geceye Kayan,548,32.0,3,0.39,70.4,0.5,5.1,0.93,0
STU_12588,LGS,8,Yarıda Bırakan,234,18.4,1,0.14,74.9,0.29,6.5,0.19,1
STU_12589,YKS_TYT_AYT,12,Telefonla Dağılan,451,19.1,4,0.47,76.5,0.3,4.7,0.86,0
STU_12590,YKS_TYT_AYT,12,Yarıda Bırakan,408,21.4,2,0.68,85.4,0.61,7.5,0.13,1
STU_12591,YKS_TYT_AYT,11,Başlayamayan,137,13.3,0,0.31,47.5,0.92,5.3,0.28,1
STU_12592,YKS_TYT_AYT,11,Telefonla Dağılan,733,25.5,8,0.55,73.9,0.31,2.7,0.49,1
STU_12593,YKS_TYT_AYT,11,Telefonla Dağılan,638,29.8,9,0.75,81.9,0.16,6.6,0.57,1
STU_12594,LGS,8,Telefonla Dağılan,556,23.6,9,0.25,64.2,0.42,4.7,0.34,1
STU_12595,YKS_TYT_AYT,11,Kaygıyla Erteleyen,271,34.8,4,0.86,89.5,0.95,8.4,0.35,0
STU_12596,LGS,8,Yarıda Bırakan,194,19.2,2,0.53,61.2,0.35,4.4,0.07,0
STU_12597,YKS_TYT_AYT,12,Başlayamayan,165,10.2,4,0.45,51.4,0.64,7.6,0.64,1
STU_12598,LGS,8,Geceye Kayan,791,48.2,5,0.81,71.2,0.29,4.9,0.84,0
STU_12599,LGS,8,Yarıda Bırakan,229,17.1,1,0.14,48.8,0.73,4.7,0.57,0
STU_12600,YKS_TYT_AYT,11,Telefonla Dağılan,483,29.0,14,0.28,61.5,0.22,5.4,0.58,1
STU_12601,LGS,8,Kaygıyla Erteleyen,221,31.3,1,0.93,65.6,0.69,10.0,0.52,0
STU_12602,YKS_TYT_AYT,Mezun,Yarıda Bırakan,330,15.6,1,0.15,62.9,0.54,5.1,0.17,1
STU_12603,LGS,8,Telefonla Dağılan,441,20.5,12,0.48,64.0,0.69,4.1,0.3,0
STU_12604,LGS,8,Başlayamayan,115,5.9,2,0.12,37.1,0.44,6.3,0.21,0
STU_12605,YKS_TYT_AYT,12,Yarıda Bırakan,235,24.6,1,0.58,37.6,0.79,3.2,0.14,1
STU_12606,LGS,8,Başlayamayan,79,8.3,2,0.39,40.0,0.61,3.2,0.11,1
STU_12607,LGS,8,Kaygıyla Erteleyen,215,31.2,5,0.8,57.4,0.78,8.8,0.08,1
STU_12608,YKS_TYT_AYT,11,Yarıda Bırakan,308,19.8,1,0.53,58.8,0.5,5.3,0.51,1
STU_12609,LGS,8,Telefonla Dağılan,454,18.5,5,0.71,67.9,0.36,3.0,0.73,1
STU_12610,YKS_TYT_AYT,12,Geceye Kayan,592,52.1,2,0.33,71.9,0.29,7.0,0.73,0
STU_12611,LGS,8,Telefonla Dağılan,611,17.9,9,0.75,61.6,0.41,5.2,0.36,0
STU_12612,LGS,8,Telefonla Dağılan,714,26.0,9,0.76,51.4,0.66,3.8,0.67,1
STU_12613,YKS_TYT_AYT,12,Yarıda Bırakan,265,11.3,1,0.4,69.8,0.21,5.9,0.06,0
STU_12614,LGS,8,Yarıda Bırakan,404,22.4,1,0.32,57.0,0.24,6.1,0.15,0
STU_12615,LGS,8,Telefonla Dağılan,608,30.9,5,0.58,60.2,0.46,7.0,0.47,1
STU_12616,LGS,8,Telefonla Dağılan,449,29.2,6,0.44,74.7,0.66,2.8,0.48,1
STU_12617,LGS,8,Geceye Kayan,736,27.7,5,0.48,66.6,0.25,3.3,0.95,0
STU_12618,YKS_TYT_AYT,Mezun,Geceye Kayan,660,42.0,2,0.69,75.3,0.35,5.8,0.65,0
STU_12619,LGS,8,Kaygıyla Erteleyen,454,35.0,0,0.77,68.7,0.64,9.7,0.26,1
STU_12620,YKS_TYT_AYT,11,Geceye Kayan,749,34.9,1,0.61,71.0,0.26,3.0,0.86,0
STU_12621,YKS_TYT_AYT,11,Yarıda Bırakan,153,10.3,3,0.62,51.3,0.47,5.5,0.23,0
STU_12622,YKS_TYT_AYT,12,Telefonla Dağılan,348,29.0,6,0.94,82.9,0.42,5.2,0.29,0
STU_12623,YKS_TYT_AYT,Mezun,Geceye Kayan,463,48.8,3,0.18,74.3,0.18,6.2,0.52,0
STU_12624,LGS,8,Yarıda Bırakan,238,16.2,4,0.39,54.0,0.31,6.5,0.55,0
STU_12625,YKS_TYT_AYT,12,Geceye Kayan,692,38.9,1,0.5,60.4,0.27,6.5,0.82,0
STU_12626,LGS,8,Yarıda Bırakan,145,12.1,6,0.43,52.9,0.55,5.3,0.17,0
STU_12627,YKS_TYT_AYT,12,Telefonla Dağılan,390,29.6,9,0.52,57.2,0.33,2.8,0.54,1
STU_12628,YKS_TYT_AYT,12,Telefonla Dağılan,473,25.8,5,0.79,76.1,0.09,5.7,0.58,1
STU_12629,LGS,8,Geceye Kayan,547,30.5,4,0.33,57.5,0.37,6.1,0.62,1
STU_12630,YKS_TYT_AYT,11,Yarıda Bırakan,206,23.1,2,0.39,59.1,0.7,4.2,0.45,0
STU_12631,YKS_TYT_AYT,12,Telefonla Dağılan,446,29.6,5,0.77,67.7,0.42,4.4,0.72,0
STU_12632,LGS,8,Telefonla Dağılan,739,32.6,5,0.49,51.1,0.68,5.0,0.29,1
STU_12633,LGS,8,Yarıda Bırakan,246,19.2,1,0.26,61.3,0.53,7.0,0.35,0
STU_12634,YKS_TYT_AYT,12,Kaygıyla Erteleyen,201,11.6,2,0.56,81.8,0.8,7.5,0.15,0
STU_12635,YKS_TYT_AYT,12,Telefonla Dağılan,550,23.0,6,0.42,54.8,0.28,5.4,0.4,1
STU_12636,YKS_TYT_AYT,12,Telefonla Dağılan,470,39.9,4,0.56,69.9,0.29,1.4,0.51,0
STU_12637,YKS_TYT_AYT,Mezun,Yarıda Bırakan,270,15.9,6,0.46,32.0,0.53,4.4,0.15,1
STU_12638,YKS_TYT_AYT,Mezun,Telefonla Dağılan,561,17.7,7,0.6,61.6,0.4,6.6,0.44,0
STU_12639,YKS_TYT_AYT,12,Telefonla Dağılan,387,34.5,5,0.68,37.8,0.82,2.3,0.23,0
STU_12640,LGS,8,Yarıda Bırakan,305,21.6,5,0.57,47.4,0.35,5.1,0.46,0
